CHROM	GeneStart	GeneEnd	GeneName
1	21822232	21937217	HSPG2
1	22052627	22091517	CDC42
1	22636625	22639407	C1QA
1	22643625	22647783	C1QC
1	22653189	22661386	C1QB
1	22710838	22913870	EPHB2
1	23019448	23083364	KDM1A
1	23084023	23168858	LUZP1
1	23304690	23344364	HNRNPR
1	23428563	23484133	ASAP3
1	23691779	23696373	RPL11
1	23778386	23787376	PITHD1
1	23791156	23794732	LYPLA2
1	23795599	23800804	GALE
1	23801877	23825415	HMGCL
1	23845081	23868286	FUCA1
1	23964347	23980255	SRSF10
1	24415755	24469185	NIPAL3
1	24502351	24535277	RCAN3
1	24643103	24672286	SRRM1
1	24745269	24840937	CLIC4
1	25222276	25232467	SYF2
1	25338298	25360705	TMEM50A
1	25362249	25420786	RHCE
1	25543585	25566992	LDLRAP1
1	25617468	25783850	MAN1C1
1	25819906	25832026	MTFR1L
1	25884186	25906877	STMN1
1	25959767	25998157	PAFAH2
1	26234153	26277293	CEP85
1	26279722	26281123	SH3BGRL3
1	26472411	26475148	HMGN2
1	26529758	26574201	RPS6KA1
1	26696031	26780756	ARID1A
1	26826710	26853843	ZDHHC18
1	26863142	26863959	SFN
1	26879382	26890096	GPN2
1	26921722	26946181	NUDC
1	27098809	27154334	SLC9A1
1	27234516	27306383	WDTC1
1	27322145	27335466	TMEM222
1	27355179	27366597	MAP3K6
1	27404226	27490187	WASF2
1	27534245	27603494	AHDC1
1	27612290	27635216	FGR
1	27725979	27760581	FAM76A
1	27773183	27822329	STX12
1	27830741	27850446	PPP1R8
1	27872543	27885922	THEMIS2
1	27891526	27914660	RPA2
1	27970344	28088637	EYA3
1	28200279	28232998	DNAJC8
1	28259452	28280802	SESN2
1	28329002	28334970	MED18
1	28369582	28496549	PHACTR4
1	28505943	28538007	RCC1
1	28553017	28577636	TRNAU1AP
1	28603096	28643092	TAF12
1	28668728	28714773	GMEB1
1	28736621	28768952	YTHDF2
1	28812142	28863283	OPRD1
1	28887091	29120046	EPB41
1	29147738	29181752	SRSF4
1	29192657	29230906	MECR
1	29236516	29325661	PTPRU
1	30869466	30908586	SDC3
1	30931506	31065717	PUM1
1	31259568	31296751	SNRNP40
1	31296982	31364221	ZCCHC17
1	31365253	31373014	FABP3
1	31576485	31586979	TINAGL1
1	31629862	31644864	PEF1
1	31652247	31704167	COL16A1
1	31727105	31764063	ADGRB2
1	31906421	31938387	PTP4A2
1	32013694	32060859	KHDRBS1
1	32108043	32170894	KPNA6
1	32179744	32195195	TXLNA
1	32200386	32205248	CCDC28B
1	32222370	32231196	EIF3I
1	32292107	32333044	HDAC1
1	32333829	32336239	MARCKSL1
1	32364633	32394414	BSDC1
1	32621216	32650565	ZBTB8OS
1	32651148	32679705	RBBP4
1	32741911	32772887	KIAA1522
1	32775239	32817244	YARS
1	32886497	32893862	HPCA
1	33007940	33036828	AK2
1	33256573	33299046	ZNF362
1	33323623	33375539	PHC2
1	33513999	34165813	CSMD2
1	34850362	34859816	SMIM12
1	34865436	34929585	DLGAP3
1	35059786	35115259	ZMYM1
1	35183600	35193049	SFPQ
1	35268967	35419677	ZMYM4
1	35433490	35557436	KIAA0319L
1	35557792	35565663	NCDN
1	35599541	35641432	PSMB2
1	35713876	35719189	C1orf216
1	35808227	35853605	AGO4
1	35883209	35919607	AGO1
1	35931082	36055745	AGO3
1	36088852	36093386	ADPRHL2
1	36136569	36156053	TRAPPC3
1	36155965	36180258	MAP7D1
1	36224416	36304017	THRAP3
1	36322030	36324154	EVA1B
1	36393420	36397959	LSM10
1	36417906	36450369	OSCP1
1	36455761	36464275	MRPS15
1	36795527	37034108	GRIK3
1	37489961	37514746	MEAF6
1	37534449	37554229	SNIP1
1	37566812	37595822	GNL2
1	37681570	37690398	C1orf109
1	37715974	37765066	EPHA10
1	37794102	37800203	MANEAL
1	37802942	37808180	YRDC
1	37807801	37809073	C1orf122
1	37860697	37947057	INPP5B
1	37956980	37989965	SF3A3
1	37996770	38005515	FHL3
1	38838197	38859646	RRAGC
1	38862490	38873305	MYCBP
1	38885806	38941830	RHBDL2
1	39026295	39034496	NDUFS5
1	39084167	39485794	MACF1
1	39560813	39575951	PABPC4
1	39659121	39672038	NT5C1A
1	39678648	39691485	HPCAL4
1	39738845	39763742	PPIE
1	39841031	39883491	TRIT1
1	40040583	40071533	CAP1
1	40072710	40097238	PPT1
1	40258050	40292669	ZMPSTE24
1	40300491	40317197	COL9A2
1	40373706	40422101	SMAP2
1	40620680	40665652	RIMS3
1	40691570	40770828	NFYC
1	40784012	40838523	KCNQ4
1	40979299	41012565	CTPS1
1	42176539	42335877	FOXJ3
1	42380797	42414974	RIMKLA
1	42456341	42473244	PPCS
1	42658377	42676758	PPIH
1	42682395	42702349	YBX1
1	42767245	42775394	C1orf50
1	42807052	42817388	SVBP
1	42925375	42958651	SLC2A1
1	43164174	43172421	EBNA1BP2
1	43363397	43368074	ELOVL1
1	43383908	43389764	MED8
1	43389885	43450480	SZT2
1	43451003	43453793	HYI
1	43530876	43622003	PTPRF
1	43946806	43967682	IPO13
1	43969981	43972539	DPH2
1	43996483	44031492	SLC6A9
1	44213453	44220618	DMAP1
1	44221070	44355279	ERI3
1	44405288	44650775	RNF220
1	44653247	44674391	TMEM53
1	44775574	44778685	RPS8
1	44850522	44986722	EIF2B3
1	45002548	45011257	HECTD3
1	45012133	45015498	UROD
1	45339670	45343702	TOE1
1	45343883	45491168	TESK2
1	45500184	45509215	MMACHC
1	45511035	45522890	PRDX1
1	45550783	45569956	AKR1A1
1	45583988	45618141	NASP
1	45803613	46036066	MAST2
1	46040140	46176471	PIK3R3
1	46188681	46220305	POMGNT1
1	46203334	46220220	LURAP1
1	46278400	46303322	LRRC41
1	46303613	46316584	UQCRH
1	46340177	46361846	NSUN4
1	46394267	46413575	FAAH
1	46557407	46604294	MKNK1
1	46607715	46616891	MOB3C
1	46635039	46668391	ATPAF1
1	46675159	46718087	EFCAB14
1	47023568	47050174	CYP4X1
1	47333797	47376745	CMPK1
1	48532855	50023796	AGBL4
1	50048014	50201178	ELAVL4
1	50441263	50959811	FAF1
1	50968695	50974270	CDKN2C
1	51236273	51271322	RNF11
1	51287258	51345043	TTC39A
1	51354263	51519231	EPS15
1	51616874	51787789	OSBPL9
1	51907956	51990764	RAB3B
1	52020132	52055096	TXNDC12
1	52032105	52033761	KTI12
1	52056185	52086758	BTF3L4
1	52142094	52346221	ZFYVE9
1	52350593	52366205	CC2D1B
1	52404547	52416690	PRPF38A
1	52602371	52608425	GPX7
1	52686342	52698326	COA7
1	52726459	52821629	ZYG11B
1	52895910	52921673	ECHDC2
1	52927229	53050704	SCP2
1	53062052	53085502	PODN
1	53196429	53213595	CPT2
1	53226892	53238448	MAGOH
1	53242370	53327912	LRP8
1	53765461	53838261	NDC1
1	53851719	53889814	YIPF1
1	53921561	53945615	HSPB11
1	54026681	54053573	TMEM59
1	54200167	54218249	MRPL37
1	54225431	54406008	SSBP3
1	54548134	54634729	ACOT11
1	54715822	54741513	TTC4
1	54756898	54764553	PARS2
1	54849627	54887119	DHCR24
1	55066359	55215113	USP24
1	56645317	56707713	PRKAA2
1	56854770	56917716	C8A
1	56929210	56965948	C8B
1	56997906	58250539	DAB1
1	58480719	58546799	OMA1
1	58780791	58783070	JUN
1	59296953	59762584	FGGY
1	59814861	59872965	HOOK1
1	59893308	59926746	CYP2J2
1	61077274	61455379	NFIA
1	61681047	61725120	TM2D1
1	62236165	62319412	KANK4
1	62454726	62688264	DOCK7
1	62784106	62864159	ATG4C
1	63367590	63437020	ALG6
1	63523301	63572516	EFCAB7
1	63593276	63659675	PGM1
1	64470793	64691561	CACHD1
1	64833223	64966504	JAK1
1	65147549	65226177	AK4
1	65264694	65413025	DNAJC6
1	65792510	66372678	PDE4B
1	66533569	66743095	SGIP1
1	66924895	66986473	MIER1
1	67407810	67430300	SERBP1
1	67701466	67833472	GNG12
1	68098459	68232299	WLS
1	69760175	70121887	LRRC7
1	70144802	70205540	LRRC40
1	70205682	70250805	SRSF11
1	70259002	70354408	ANKRD13C
1	70411218	70439127	CTH
1	71063291	71080995	ZRANB2
1	71402942	72282494	NEGR1
1	74198212	74205832	FPGT
1	74568111	74673519	ERICH3
1	74705488	74733408	CRYZ
1	74733152	74764113	TYW3
1	75724347	75762763	ACADM
1	75786194	75794650	RABGGTB
1	77088982	77219402	PIGK
1	77281977	77558670	AK5
1	77695989	77759879	USP33
1	77888515	77942829	NEXN
1	77946482	77979004	FUBP1
1	78004952	78016247	DNAJB4
1	78649792	78663811	IFI44
1	81699770	81991145	ADGRL2
1	83869374	83999150	TTLL7
1	84077975	84235305	PRKACB
1	84498323	84506579	GNG5
1	84553121	84574415	CTBS
1	84643707	84690557	SSX2IP
1	85249954	85259633	C1orf52
1	85265776	85276352	BCL10
1	85318485	85578363	DDAH1
1	85580761	85583042	CYR61
1	86704570	86743235	SH3GLB1
1	86914652	87104696	HS2ST1
1	87328468	87344796	LMO4
1	88684239	88833448	PKN2
1	88852638	88891499	GTF2B
1	88979456	88992960	RBMXL1
1	89006677	89022866	GBP3
1	89052304	89065360	GBP1
1	89106133	89126159	GBP2
1	89181148	89198834	GBP4
1	89524838	89593043	LRRC8B
1	89633085	89714982	LRRC8C
1	89821014	89935645	LRRC8D
1	89995119	90027701	ZNF326
1	91680343	91906002	TGFBR3
1	92029976	92063286	EPHX4
1	92080305	92147801	BTBD8
1	92167052	92184330	KIAA1107
1	92246398	92299009	GLMN
1	92298965	92387011	RPAP2
1	92508696	92792394	EVI5
1	92832037	92841865	RPL5
1	93149742	93180242	TMED5
1	93345921	93360639	DR1
1	93448131	93552416	FNBP1L
1	93561741	93847150	BCAR3
1	93869458	93879148	DNTTIP2
1	93885200	93909163	GCLM
1	94168907	94237751	ARHGAP29
1	94418377	94517129	ABCD3
1	94529176	94541636	F3
1	94896949	94926894	CNN3
1	94982723	95072898	ALG14
1	95092517	95191868	TMEM56
1	96721605	96813405	PTBP2
1	97077744	97920922	DPYD
1	98661680	98760131	SNX7
1	99645875	99694062	PALMD
1	99850084	99921651	AGL
1	99969789	100022476	SLC35A3
1	100186922	100249820	DBT
1	100266158	100291504	RTCA
1	100719640	100738283	VCAM1
1	100872372	100895179	EXTL2
1	100989625	101025806	DPH5
1	101236749	101240133	S1PR1
1	101802567	101996816	OLFM3
1	102876467	103108178	COL11A1
1	103525956	103555237	RNPC3
1	107140007	107480840	NTNG1
1	107571160	107964869	VAV3
1	108134722	108200138	SLC25A24
1	108560349	108635150	FAM102B
1	108692310	108700020	PRPF38B
1	108746663	108808877	STXBP3
1	108876981	108929940	GPSM2
1	108929508	108963499	CLCC1
1	108970216	109042228	WDR47
1	109090781	109094499	TMEM167B
1	109113963	109203012	KIAA1324
1	109213893	109237888	SARS
1	109250019	109274049	CELSR2
1	109279554	109283168	PSRC1
1	109309566	109397892	SORT1
1	109399031	109426486	PSMA5
1	109506824	109509714	AMIGO1
1	109548564	109595832	GNAI3
1	109603267	109612870	GNAT2
1	109619813	109631152	AMPD2
1	109656076	109665031	GSTM4
1	109668022	109683997	GSTM2
1	109687796	109693295	GSTM1
1	109712242	109717426	GSTM5
1	109733932	109741038	GSTM3
1	109984765	110021680	AHCYL1
1	110031577	110053912	STRIP1
1	110150510	110198444	SLC6A17
1	110210714	110232972	KCNC4
1	110339323	110346354	RBM15
1	110401255	110407866	LAMTOR5
1	110593580	110631474	KCNA2
1	110653561	110674809	KCNA3
1	110871199	110899195	CD53
1	111139627	111184310	CEPT1
1	111439890	111449169	WDR77
1	111619783	111716695	RAP1A
1	111755568	111766899	DDX20
1	111775832	111989155	KCND3
1	112396178	112457412	CTTNBP2NL
1	112619453	112670132	CAPZA1
1	112674312	112700507	MOV10
1	112701127	112707403	RHOC
1	112709994	112715301	PPM1J
1	112911848	112956353	SLC16A1
1	113073170	113124101	LRIG2
1	113390853	113684014	MAGI3
1	113761832	113812412	RSBN1
1	113894195	113905124	AP4B1
1	113979391	113981769	OLFML3
1	114089292	114153850	SYT6
1	114392777	114511076	TRIM33
1	114567560	114581591	BCAS2
1	114704464	114716894	NRAS
1	114716913	114758050	CSDE1
1	114769484	114780607	SIKE1
1	115048011	115089432	TSPAN2
1	115700005	115768541	CASQ2
1	115976498	116067108	SLC22A15
1	116373173	116404444	ATP1A1
1	116514534	116570972	CD58
1	116574398	116667755	IGSF3
1	116909923	116986967	PTGFRN
1	117367463	117522957	MAN1A2
1	117863485	117929679	GDAP2
1	117929749	117959447	WDR3
1	119031216	119140644	WARS2
1	119711796	119744040	PHGDH
1	119911553	120069406	NOTCH2
1	120155942	120176381	SEC22B
1	145607960	145670040	GPR89A
1	145824069	145842420	POLR3C
1	145866560	145885758	ANKRD35
1	145911348	145918688	PEX11B
1	145921557	145927426	RBM8A
1	145933424	145957927	LIX1L
1	145959441	145964582	ANKRD34A
1	145992442	145996266	TXNIP
1	147155106	147172589	PRKAB2
1	147242641	147295509	CHD1L
1	147647366	147670048	ACP6
1	148808181	149032089	PDE4DIP
1	149583823	149584392	PPIAL4C
1	149782694	149791517	FCGR1A
1	149840687	149853065	HIST2H3A
1	149850192	149850773	HIST2H2BC
1	149886975	149887364	HIST2H2AC
1	149887469	149887916	HIST2H2AB
1	149899602	149900473	BOLA1
1	149903320	149917882	SV2A
1	149923317	149927759	SF3B4
1	149928651	149936647	MTMR11
1	149940330	150010737	OTUD7B
1	150067293	150144921	VPS45
1	150149434	150159523	PLEKHO1
1	150218417	150235786	ANP32E
1	150257743	150264659	CA14
1	150265399	150268810	APH1A
1	150293842	150308228	MRPS21
1	150321479	150352979	PRPF3
1	150364111	150473334	RPRD2
1	150487364	150507064	TARS2
1	150508011	150513467	ECM1
1	150574551	150579530	MCL1
1	150622123	150629470	ENSA
1	150646225	150697196	GOLPH3L
1	150796208	150808441	CTSK
1	150809705	150876567	ARNT
1	150926339	150964364	SETDB1
1	150965173	150975003	CERS2
1	151059675	151067497	MLLT11
1	151159748	151165782	LYSMD1
1	151176300	151190121	VPS72
1	151198545	151247865	PIP5K1A
1	151254721	151267343	PSMD4
1	151281555	151291209	ZNF687
1	151291797	151327657	PI4KB
1	151340640	151347293	RFX5
1	151364302	151372641	SELENBP1
1	151399565	151401829	PSMB4
1	151402724	151459465	POGZ
1	151511386	151537346	CGN
1	151540305	151581707	TUFT1
1	151612186	151693601	SNX27
1	151700058	151716020	CELF3
1	151759643	151763479	MRPL9
1	151771565	151790534	TDRKH
1	151870867	151909458	THEM4
1	151982910	151994238	S100A10
1	152032506	152036915	S100A11
1	153357854	153360838	S100A9
1	153373708	153375599	S100A12
1	153390032	153391188	S100A8
1	153534600	153536241	S100A6
1	153543619	153545806	S100A4
1	153606891	153613038	S100A16
1	153618800	153634092	S100A13
1	153628397	153631841	S100A1
1	153633982	153645269	CHTOP
1	153658654	153661301	SNAPIN
1	153661788	153670922	ILF2
1	153929501	153946678	DENND4B
1	153947672	153958497	CRTC2
1	153974269	153977252	JTB
1	153981617	153986236	RAB13
1	153990763	153992093	RPS27
1	154155304	154192018	TPM3
1	154206701	154220797	C1orf43
1	154220172	154270919	UBAP2L
1	154272563	154275701	HAX1
1	154325560	154349118	ATP8B2
1	154548575	154558553	UBE2Q1
1	154582058	154627980	ADAR
1	154697466	154869964	KCNN3
1	154924732	154936685	PMVK
1	154944083	154956091	PBXIP1
1	154957026	154961576	PYGO2
1	154962298	154974483	SHC1
1	154983294	154993037	FLAD1
1	155051272	155062502	ADAM15
1	155078872	155086543	EFNA3
1	155127873	155134067	EFNA1
1	155139891	155140520	DPM3
1	155169408	155173302	KRTCAP2
1	155173787	155184190	TRIM46
1	155308748	155320609	FDPS
1	155320849	155330571	RUSC1
1	155335261	155562533	ASH1L
1	155610170	155614273	MSTO1
1	155689091	155738242	DAP3
1	155859469	155881508	SYT11
1	155897808	155911402	RIT1
1	155946839	155978427	ARHGEF2
1	156035294	156053701	UBQLN4
1	156054726	156058371	LAMTOR2
1	156072013	156081998	MEX3A
1	156082546	156139839	LMNA
1	156149944	156176997	SEMA4A
1	156193932	156210431	SLC25A44
1	156212988	156239601	PMF1
1	156241962	156243162	BGLAP
1	156249224	156282680	SMG5
1	156308961	156338184	CCT3
1	156463721	156500842	MEF2D
1	156619294	156625384	HAPLN2
1	156641948	156659134	BCAN
1	156668763	156677264	NES
1	156699608	156705816	CRABP2
1	156721891	156728439	ISG20L2
1	156737302	156741131	MRPL24
1	156742107	156752363	HDGF
1	156767482	156800460	PRCC
1	156934840	157044330	ARHGEF11
1	157830914	157841701	CD5L
1	158610706	158686517	SPTA1
1	158831378	158849237	MNDA
1	159009892	159054901	IFI16
1	159171587	159200922	CADM3
1	159587826	159588708	APCS
1	159712289	159714485	CRP
1	159780969	159782338	DUSP23
1	159918107	159925542	TAGLN2
1	160027672	160031739	PIGM
1	160037467	160070261	KCNJ10
1	160081570	160087817	KCNJ9
1	160091339	160098828	IGSF8
1	160115730	160141322	ATP1A2
1	160151562	160186699	ATP1A4
1	160205319	160213486	PEA15
1	160215715	160262560	DCAF8
1	160276809	160285124	PEX19
1	160288587	160343170	COPA
1	160343273	160358271	NCSTN
1	160400574	160425378	VANGL2
1	160995211	161021073	F11R
1	161037632	161038889	TSTD1
1	161039251	161045979	USF1
1	161046942	161069624	ARHGAP30
1	161098361	161100224	KLHDC9
1	161100556	161118026	PFDN2
1	161118072	161124155	NIT1
1	161153744	161158492	UFC1
1	161159464	161165447	USP21
1	161166391	161171176	PPOX
1	161199315	161214193	NDUFS2
1	161215297	161218943	FCER1G
1	161222293	161223628	APOA2
1	161225939	161229095	TOMM40L
1	161258727	161284481	PCP4L1
1	161304735	161309905	MPZ
1	161314376	161362540	SDHC
1	161505415	161518148	FCGR2A
1	161524540	161526590	HSPA6
1	161541761	161550623	FCGR3A
1	161606059	161608551	HSPA7
1	161663115	161677553	FCGR2B
1	161749768	161756947	DUSP12
1	162069791	162367467	NOS1AP
1	162497174	162522550	UHMK1
1	162561506	162599363	UAP1
1	162632438	162780246	DDR2
1	162790702	162812420	HSD17B7
1	163068606	163074560	RGS4
1	164559360	164849402	PBX1
1	165630873	165655504	MGST3
1	165662212	165698558	ALDH9A1
1	165724291	165768904	TMCO1
1	165827495	165907823	UCK2
1	166839487	166854472	POGK
1	166856512	166876233	TADA1
1	166913204	166975268	ILDR2
1	167541014	167553741	CREG1
1	167630237	167704696	RCSD1
1	167721950	167787921	MPZL1
1	167916675	167937069	MPC2
1	167936559	168075435	DCAF6
1	168178845	168200046	TIPRL
1	168226017	168242540	SFT2D2
1	169106709	169131555	ATP1B1
1	169132530	169367710	NME7
1	169792532	169794920	METTL18
1	169853076	169893959	SCYL3
1	169921329	170074467	KIFAP3
1	170532122	170552462	GORAB
1	171485527	171591847	PRRC2C
1	171700156	171742239	VAMP4
1	171781621	171796756	METTL13
1	171841478	172407841	DNM3
1	172532349	172610259	SUCO
1	173477347	173487863	PRDX6
1	173608336	173669862	ANKRD45
1	173714941	173785247	KLHL20
1	173824659	173857705	DARS2
1	173903804	173917259	SERPINC1
1	173931084	173992985	RC3H1
1	174159414	174990001	RABGAP1L
1	174999435	175010079	CACYBP
1	175012958	175023408	MRPS14
1	175322799	175743616	TNR
1	176857305	177164676	ASTN1
1	177171388	177281528	BRINP2
1	178093729	178473239	RASAL2
1	178725147	178916359	RALGPS2
1	179025939	179072144	FAM20B
1	179081977	179095218	TOR3A
1	179099327	179229397	ABL2
1	179293714	179353641	SOAT1
1	179839967	179877806	TOR1AIP2
1	179882042	179918239	TOR1AIP1
1	179954773	180111161	CEP350
1	180154833	180197341	QSOX1
1	180288217	180502266	ACBD6
1	180632010	180884066	XPR1
1	180972713	181022673	STX6
1	181483550	181798834	CACNA1E
1	182378093	182392206	GLUL
1	182573634	182589259	RNASEL
1	182789449	182829679	NPL
1	182839304	182887434	DHX9
1	183023460	183142790	LAMC1
1	183248237	183418267	NMNAT2
1	183472371	183553201	SMG7
1	183555562	183590921	NCF2
1	183626193	183635659	ARPC5
1	183636047	183926292	RGL1
1	183929662	184037770	COLGALT2
1	184051651	184072863	TSEN15
1	184387016	184619556	C1orf21
1	184690491	184754646	EDEM3
1	184791025	184974356	FAM129A
1	185045419	185100301	RNF2
1	185118086	185157098	TRMT1L
1	185296388	185317329	IVNS1ABP
1	185734551	186189878	HMCN1
1	186311654	186375028	TPR
1	186671812	186680290	PTGS2
1	186828900	186988508	PLA2G4A
1	190097667	190477629	BRINP3
1	193012366	193060107	UCHL5
1	193059422	193091685	TROVE2
1	193096465	193105638	GLRX2
1	193121958	193250712	CDC73
1	196225781	196608309	KCNT2
1	196651878	196747313	CFH
1	196819731	196831999	CFHR1
1	196943804	196959080	CFHR2
1	196977537	197008683	CFHR5
1	197504749	197775155	DENND1B
1	197902552	197907220	C1orf53
1	198156978	198319522	NEK7
1	200739558	200858059	CAMSAP2
1	200969386	201023383	KIF21B
1	201134771	201171582	TMEM9
1	201464284	201468786	PHLDA3
1	201483530	201507259	CSRP1
1	201648322	201819932	NAV1
1	201829160	201876054	IPO9
1	201888669	201891846	SHISA4
1	201896456	201946340	LMOD1
1	201955491	201969554	TIMM17A
1	201982638	202005716	RNPEP
1	202122901	202128556	GPR37L1
1	202133404	202144572	ARL8A
1	202348702	202580560	PPP1R12B
1	202590597	202710423	SYT2
1	202878282	202889098	RABIF
1	202891096	202928549	KLHL12
1	202940825	202958572	ADIPOR1
1	202961873	202967205	CYB5R1
1	203026521	203076390	PPFIA4
1	203127708	203165900	ADORA1
1	203178931	203186623	CHI3L1
1	203340621	203351429	FMOD
1	203475755	203486881	PRELP
1	203626787	203739854	ATP2B4
1	203795623	203852399	ZC3H11A
1	203861585	203869932	SNRPE
1	204218851	204359929	PLEKHA6
1	204422630	204490346	PIK3C2B
1	204828654	205016539	NFASC
1	205043212	205073765	CNTN2
1	205086142	205121873	RBBP5
1	205142503	205211535	DSTYK
1	205227910	205272124	TMCC2
1	205504556	205531378	CDK18
1	205712819	205749973	NUCKS1
1	205767986	205775482	RAB29
1	206205429	206461420	SRGAP2
1	206507530	206586978	RASSF5
1	206591643	206612342	EIF2D
1	206685020	206732718	MAPKAPK2
1	207043849	207052980	YOD1
1	207053275	207079019	PFKFB2
1	207088842	207099929	C4BPB
1	207104262	207144717	C4BPA
1	207321472	207359669	CD55
1	207752038	207793595	CD46
1	207886538	207911080	CD34
1	208022243	208244320	PLXNA2
1	209583700	209613939	CAMK1G
1	209686180	209734521	HSD11B1
1	209938174	210161042	SYT14
1	210678315	211133945	KCNH1
1	211259366	211313768	RCOR3
1	211575039	211578612	SLC30A1
1	211743457	211830772	LPGAT1
1	211940399	212035437	INTS7
1	212285537	212360770	PPP2R5A
1	212364474	212414757	TMEM206
1	212432887	212446006	NENF
1	212726153	212791763	NSL1
1	212791828	212815156	TATDN3
1	212992182	213015671	ANGEL2
1	213051233	213272634	RPS6KC1
1	213987935	214035834	PROX1
1	214281222	214336784	SMYD2
1	214348696	214551681	PTPN14
1	215567392	215620618	KCTD3
1	217426993	217630971	GPATCH2
1	218285287	218331091	RRP15
1	218345334	218441362	TGFB2
1	219173831	219211728	LYPLAL1
1	219914264	219928440	SLC30A10
1	219968600	220046388	EPRS
1	220057482	220089853	BPNT1
1	220094113	220147635	IARS2
1	220148268	220272337	RAB3GAP2
1	220528183	220662166	MARK1
1	220748334	220784254	MARC2
1	220786697	220813418	MARC1
1	222618102	222665619	MIA3
1	222668013	222712317	AIDA
1	222712553	222732714	BROX
1	223220819	223364202	SUSD4
