CHROM	GeneStart	GeneEnd	GeneName
X	54530211	54561071	GNL3L
X	54807599	54816012	MAGED2
X	54920462	54931431	TRO
X	55000357	55009057	APEX2
X	55143102	55161310	FAM104B
X	55452105	55453566	MAGEH1
X	55484616	55489202	USP51
X	55717739	55758774	RRAGB
X	56232421	56287889	KLF8
X	56563639	56567868	UBQLN2
X	56729241	56818380	NBDY
X	56818298	56995827	SPIN3
Y	56954332	56968979	SPRY3
Y	57067813	57130289	VAMP7
X	57118551	57121546	SPIN2B
Y	57207346	57212230	WASH6P
X	57286706	57489196	FAAH2
X	57591652	57597545	ZXDB
X	57677067	57680260	NLRP2B
X	57906708	57910820	ZXDA
X	63343227	63561071	LINC01278
X	63347228	63351344	SPIN4
X	63634967	63809274	ARHGEF9
X	64185117	64205744	AMER1
X	64268081	64395431	MTMR8
X	64915802	65034713	ZC4H2
X	65366638	65507887	ZC3H12B
X	65512582	65534775	LAS1L
X	65588377	65741931	MSN
X	66021738	66040125	VSIG4
X	66162549	66268867	HEPH
X	66595637	66639298	EDA2R
X	67544032	67730619	AR
X	68013470	68014901	AL157700.1
X	68042344	68433913	OPHN1
X	68498323	68537285	YIPF6
X	68647666	68725842	STARD8
X	68828997	68842147	EFNB1
X	69160851	69165793	PJA1
X	69505241	69532508	FAM155B
X	69616067	70039469	EDA
X	70133449	70166324	IGBP1
X	70286595	70290514	PDZD11
X	70290090	70420832	KIF4A
X	70423031	70433390	GDPD2
X	70444861	70505490	DLG3
X	70925582	70931125	SLC7A3
X	71056332	71073426	SNX12
X	71096197	71103535	FOXO4
X	71107404	71112108	IL2RG
X	71118556	71142454	MED12
X	71144831	71171201	NLGN3
X	71215194	71225516	GJB1
X	71239624	71255146	ZMYM3
X	71283192	71301168	NONO
X	71366239	71532374	TAF1
X	71533083	71575897	OGT
X	71578411	71613583	GCNA
X	71697196	71706455	LINC00891
X	71910818	72161750	NHSL2
X	72127110	72131901	RTL5
X	72181353	72302926	PIN4
X	72255679	72277300	RPS4X
X	72301638	72307187	CITED1
X	72329516	72573103	HDAC8
X	72578814	72714319	PHKA1
X	72777009	72848802	DMRTC1B
X	72777608	72779097	FAM226B
X	72872025	72943814	DMRTC1
X	72998388	73002856	PABPC1L2B-AS1
X	73003517	73005713	PABPC1L2B
X	73077276	73079512	PABPC1L2A
X	73080167	73084635	AL662864.1
X	73126037	73128080	NAP1L6
X	73212299	73214848	NAP1L2
X	73563200	73687102	CHIC1
X	73820651	73852753	XIST
X	73944184	74070408	JPX
X	73946555	74293574	FTX
X	74161062	74162528	MKRN5P
X	74209976	74213660	Z83843.1
X	74421461	74533917	SLC16A2
X	74585217	74614617	RLIM
X	74732849	74925485	NEXMIF
X	75053172	75156732	ABCB7
X	75274085	75304600	UPRT
X	75368427	75523502	ZDHHC15
X	75740831	75746911	TTC3P1
X	75782988	75785236	MAGEE2
X	76172936	76178204	PBDC1
X	76427724	76431353	MAGEE1
X	77504878	77786269	ATRX
X	77826364	77895593	MAGT1
X	77899438	77907373	COX7B
X	77910656	78050395	ATP7A
X	78065188	78129296	PGK1
X	78129748	78139706	TAF9B
X	78271464	78327691	CYSLTR1
X	78747709	78757094	LPAR4
X	79360384	79367667	ITM2A
X	80670854	80809688	BRWD3
X	81113701	81201942	HMGN5
X	81201943	81298547	SH3BGRL
X	83508250	83512127	POU3F4
X	84058346	84187907	RPS6KA6
X	84317874	84502479	HDX
X	85003826	85093316	APOOL
X	85092287	85109048	SATL1
X	85244032	85273362	ZNF711
X	85861180	86047562	CHM
X	86148458	86832604	DACH2
X	87517749	87670050	KLHL4
X	91434595	91438584	PABPC5
X	91779261	92623230	PCDH11X
X	93670930	93673568	NAP1L3
X	93674013	93712274	FAM133A
X	96684663	97604997	DIAPH2
X	100291644	100410273	PCDH19
X	100627109	100639991	TSPAN6
X	100644166	100675788	SRPX2
X	100674491	100732123	SYTL4
X	100820359	100840932	CSTF2
X	101009346	101052116	TRMT2B
X	101078720	101096364	TMEM35A
X	101098218	101163681	CENPI
X	101219769	101264497	DRP2
X	101345661	101349196	TIMM8A
X	101349447	101390796	BTK
X	101390824	101396154	RPL36A
X	101397803	101407925	GLA
X	101408295	101414133	HNRNPH2
X	101418287	101533459	ARMCX4
X	101550531	101554700	ARMCX1
X	101597510	101598671	ARMCX7P
X	101615118	101618001	ARMCX6
X	101622797	101627843	ARMCX3
X	101627868	101628523	AC234775.3
X	101655281	101659891	ARMCX2
X	101882288	101932031	ZMAT1
X	102125688	102127711	TCEAL2
X	102140476	102142970	TCEAL6
X	102153708	102156057	BEX5
X	102599168	102604159	ARMCX5
X	102599512	102714671	ARMCX5-GPRASP2
X	102651366	102659083	GPRASP1
X	102712176	102717733	GPRASP2
X	102720688	102753540	BHLHB9
X	102769161	102885406	LINC00630
X	102884414	102906158	Z68871.1
X	103062651	103064240	BEX1
X	103215092	103217246	BEX4
X	103252995	103255203	TCEAL8
X	103273691	103276872	TCEAL5
X	103309346	103311046	BEX2
X	103330196	103332326	TCEAL7
X	103356452	103358451	TCEAL9
X	103376340	103378077	BEX3
X	103499130	103519489	RAB40A
X	103576231	103587736	TCEAL4
X	103596608	103598904	Z73965.1
X	103607451	103629690	TCEAL3
X	103628704	103630953	TCEAL1
X	103675496	103688158	MORF4L2
X	103773718	103792619	PLP1
X	103822322	103832228	RAB9B
X	103910305	103911352	AC234782.4
X	103918896	103966712	TMSB15B
X	104063871	104076212	TMSB15B
X	104099214	104157027	SLC25A53
X	104112131	104115846	ZCCHC18
X	104166620	104195902	FAM199X
X	104566315	105767829	IL1RAPL2
X	106168305	106208956	MUM1L1
X	106611930	106679442	CXorf57
X	106693794	106796993	RNF128
X	106802680	106876145	TBC1D8B
X	106813871	107000244	MORC4
X	107064420	107118823	RBM41
X	107522450	107605251	FRMPD3
X	107628424	107651026	PRPS1
X	107713221	107777342	TSC22D3
X	107825755	107927193	MID2
X	107894597	107935980	AL034399.2
X	107974078	107985008	NLRP3P1
X	108084207	108091618	PSMD10
X	108091668	108154671	ATG4A
X	108439844	108697545	COL4A5
X	108719949	108724944	AL035425.3
X	108732482	108736409	IRS4
X	109535781	109544690	NXT2
X	109623700	109625172	KCNE5
X	109624244	109733403	ACSL4
X	110002631	110182734	TMEM164
X	110194186	110440233	AMMECR1
X	110358816	110456334	RTL9
X	110673856	110795819	CHRDL1
X	110944285	111227361	PAK3
X	111293779	111412429	DCX
X	111665811	111760649	ALG13
X	111774315	112082776	TRPC5
X	112630648	112680054	LHFPL1
X	112774503	112840815	AMOT
X	114584078	114910061	HTR2C
X	115110616	115234072	LRCH2
X	115561174	115650861	PLS3
X	117897813	118117340	KLHL13
X	118346073	118449961	WDR44
X	118495898	118686163	DOCK11
X	118727572	118794539	IL13RA1
X	118823790	118826968	ZCCHC12
X	118839554	118919669	LINC01285
X	118974614	119018355	LONRF3
X	119236245	119244466	PGRMC1
X	119399060	119454478	SLC25A43
X	119466034	119469098	SLC25A5-AS1
X	119468400	119471319	SLC25A5
X	119538149	119565408	CXorf56
X	119574467	119591083	UBE2A
X	119588337	119605895	NKRF
X	119615724	119693370	SEPT6
X	119786504	119791643	RPL39
X	119805311	119852998	UPF3B
X	119870475	119871827	RNF113A
X	119871487	119876662	NDUFA1
X	119920672	119943772	NKAP
X	120120953	120245267	NKAPP1
X	120250752	120258398	ZBTB33
X	120258650	120311556	TMEM255A
X	120427827	120469365	LAMP2
X	120524609	120575794	CUL4B
X	120594010	120621074	MCTS1
X	120625793	120630150	C1GALT1C1
X	121047588	121050080	GLUD2
X	121871869	121876865	AL359851.1
X	123184153	123490915	GRIA3
X	123600561	123733056	THOC2
X	123859724	123913979	XIAP
X	123960212	124422664	STAG2
X	124375903	124963817	TENM1
X	126163499	126166097	DCAF12L2
X	129446501	129523500	SMARCA1
X	129539849	129592561	OCRL
X	129645259	129654937	APLN
X	129779979	129795201	SASH3
X	129803288	129843909	ZDHHC9
X	129906121	129929761	UTP14A
X	129981107	130058083	BCORL1
X	130064874	130110716	ELF4
X	130129362	130165887	AIFM1
X	130171649	130184870	RAB33A
X	130202711	130268899	ZNF280C
X	130339888	130373361	SLC25A14
X	130401969	130413343	RBMX2
X	130623369	130903317	ENOX2
X	131058242	131089883	ARHGAP36
X	131273506	131578899	IGSF1
X	131691530	131830643	FIRRE
X	132023265	132075943	STK26
X	132203024	132219480	RAP2C
X	132217147	132432862	RAP2C-AS1
X	132369317	132489968	MBNL3
X	132626016	132961395	HS6ST2
X	133300103	133415490	GPC4
X	133535745	133985895	GPC3
X	134237047	134246207	CCDC160
X	134373253	134428791	PHF6
X	134460153	134520513	HPRT1
X	134522702	134522990	AC004383.1
X	134769566	134797232	FAM122B
X	134796789	134854610	FAM122C
X	134887626	134915267	MOSPD1
X	134990938	134992473	SMIM10
X	135020504	135022529	RTL8B
X	135032366	135033546	RTL8C
X	135050932	135052196	RTL8A
X	135094987	135098634	SMIM10L2B
X	135248920	135344087	ZNF75D
X	135344796	135363152	ZNF449
X	135421943	135428074	SMIM10L2A
X	135520643	135582510	INTS6L
X	135962070	135974063	MMGT1
X	135973841	136047269	SLC9A6
X	136146702	136211359	FHL1
X	136213220	136256482	MAP7D3
X	136497079	136512346	HTATSF1
X	136665547	136782088	ARHGEF6
X	136807223	136807877	RANP4
X	136848004	136880764	RBMX
X	136909395	137021630	AL390879.2
X	137566142	137577691	ZIC3
X	138614731	139222777	FGF13
X	139581770	139708227	MCF2
X	139726346	139945276	ATP11C
X	140091743	140092561	AL589987.1
X	140502985	140505116	SOX3
X	140709767	140772679	LINC00632
X	140783176	140784660	CDR1
X	141175745	141177125	LDOC1
X	143622790	143635777	SLITRK4
X	145817832	145825842	SLITRK2
X	145827410	145829850	TMEM257
X	147911951	147951125	FMR1
X	148500619	149000663	AFF2
X	149476990	149521096	IDS
X	149482543	149533935	AC244197.3
X	149527591	149540959	LINC00893
X	149540355	149550510	CXorf40A
X	149596556	149631912	TMEM185A
X	149774068	149776867	HSFX1
X	149929527	149938811	CXorf40B
X	149938628	150224580	LINC00894
X	150361422	150514178	MAMLD1
X	150568619	150673322	MTM1
X	150692971	150765103	MTMR1
X	150766337	150898816	CD99L2
X	150980509	150990775	HMGB3
X	151396515	151409364	VMA21
X	151695124	151705924	PRRG3
X	151953124	151974680	GABRE
X	152166234	152451358	GABRA3
X	152638183	152657534	GABRQ
X	152826973	152830777	CETN2
X	152830967	152869729	NSDHL
X	152914442	152973480	ZNF185
X	152988824	152994127	PNMA5
X	153056409	153060467	PNMA3
X	153072482	153075018	PNMA6A
X	153317681	153321822	PNMA6F
X	153334155	153360110	ZNF275
X	153418322	153426481	ZFP92
X	153447666	153495516	HAUS7
X	153494939	153509554	BGN
X	153517676	153582939	ATP2B3
X	153587919	153600045	FAM58A
X	153599340	153604353	AF274858.3
X	153642492	153651326	DUSP9
X	153669730	153689010	PNCK
X	153688099	153696593	SLC6A8
X	153700497	153724697	BCAP31
X	153724868	153744762	ABCD1
X	153764196	153779346	PLXNB3
X	153776412	153785732	SRPK3
X	153785766	153794523	IDH3G
X	153793516	153798505	SSR4
X	153802166	153830565	PDZD4
X	153861514	153909223	L1CAM
X	153907367	153934999	ARHGAP4
X	153929242	153935223	NAA10
X	153935263	153944691	RENBP
X	153947553	153971807	HCFC1
X	153972327	153983195	TMEM187
X	154010500	154019980	IRAK1
X	154021573	154137103	MECP2
X	154348524	154374638	FLNA
X	154379197	154381523	EMD
X	154389955	154409168	RPL10
X	154396878	154398816	AC245140.2
X	154401238	154412112	DNASE1L1
X	154411518	154421726	TAZ
X	154424380	154428479	CH17-340M24.3
X	154428632	154436516	ATP6AP1
X	154436913	154443467	GDI1
X	154444126	154450654	FAM50A
X	154458281	154477779	PLXNA3
X	154477769	154479257	LAGE3
X	154483717	154486670	UBL4A
X	154487306	154490690	SLC10A3
X	154506159	154516242	FAM3A
X	154531391	154547572	G6PD
X	154541199	154565046	IKBKG
X	154675249	154751583	GAB3
X	154762742	154777689	DKC1
X	154778684	154821007	MPP1
X	154835788	155026940	F8
X	154886349	154888061	F8A1
X	155025980	155060303	FUNDC2
X	155061622	155071362	CMC4
X	155061622	155147937	MTCP1
X	155071420	155123074	BRCC3
X	155197007	155239817	VBP1
X	155258241	155264589	RAB39B
X	155276211	155334657	CLIC2
X	155456914	155458672	F8A3
X	155490115	155669944	TMLHE
X	155767812	155782459	SPRY3
X	155881293	155943769	VAMP7
X	156020826	156025710	WASH6P
1	14404	29570	WASH7P
1	135141	135895	AL627309.7
1	141474	173862	AL627309.5
1	185217	195411	FO538757.1
1	257864	359681	AP006222.1
1	365389	522928	AL732372.2
1	629062	629433	MTND1P23
1	629640	630683	MTND2P28
1	631074	632616	MTCO1P12
1	633696	634376	MTATP6P1
1	725885	778626	AL669831.1
1	800879	817712	AL669831.4
1	825138	859446	LINC01128
1	826206	827522	LINC00115
1	923928	944581	SAMD11
1	944204	959309	NOC2L
1	960587	965715	KLHL17
1	995966	998051	AL645608.8
1	998962	1000172	HES4
1	1001138	1014541	ISG15
1	1020123	1056118	AGRN
1	1059734	1069355	AL390719.1
1	1081818	1116361	C1orf159
1	1216908	1232031	SDF4
1	1232265	1235041	B3GALT6
1	1253909	1273885	UBE2J2
1	1275223	1280420	LINC01786
1	1280436	1292029	SCNN1D
1	1292376	1309609	ACAP3
1	1308567	1311677	PUSL1
1	1311585	1324691	INTS11
1	1324756	1328897	CPTP
1	1335276	1349350	DVL1
1	1352689	1361777	MXRA8
1	1373730	1375495	AURKAIP1
1	1385711	1399328	CCNL2
1	1399522	1402046	AL391244.1
1	1401908	1407313	MRPL20
1	1409096	1410618	AL391244.3
1	1418420	1421769	ANKRD65
1	1426128	1427787	TMEM88B
1	1434861	1442882	VWA1
1	1449689	1470158	ATAD3C
1	1471769	1497848	ATAD3B
1	1512151	1534687	ATAD3A
1	1535174	1540453	TMEM240
1	1541673	1574869	SSU72
1	1574975	1577075	AL645728.1
1	1598012	1600096	FNDC10
1	1613758	1615795	AL691432.2
1	1615415	1630610	MIB2
1	1632095	1635263	MMP23B
1	1635227	1659012	CDK11B
1	1659529	1692728	SLC35E2B
1	1702730	1724324	CDK11A
1	1702736	1737688	AL031282.2
1	1724838	1745992	SLC35E2
1	1751232	1780457	NADK
1	1785285	1891117	GNB1
1	1917590	1919273	TMEM52
1	1921951	2003837	CFAP74
1	2013213	2015530	AL391845.2
1	2019298	2030758	GABRD
1	2050470	2185395	PRKCZ
1	2184461	2212720	FAAP20
1	2228695	2310119	SKI
1	2321253	2391707	MORN1
1	2350414	2352820	AL513477.1
1	2391775	2405444	RER1
1	2403964	2413797	PEX10
1	2425980	2505530	PLCH2
1	2508533	2526628	PANK4
1	2528745	2530245	HES5
1	2546465	2547460	AL139246.5
1	2555639	2565382	TNFRSF14
1	2586491	2591469	FAM213B
1	2590639	2632990	MMEL1
1	2635976	2801717	TTC34
1	3059615	3068437	LINC00982
1	3069168	3438621	PRDM16
1	3454426	3481113	ARHGEF16
1	3489920	3611495	MEGF6
1	3625002	3630127	TPRG1L
1	3630767	3652761	WRAP73
1	3735601	3747336	TP73-AS1
1	3772788	3775982	SMIM1
1	3778558	3796504	LRRC47
1	3812081	3857214	CEP104
1	3857267	3885429	DFFB
1	3889125	3900293	C1orf174
1	4654732	4792534	AJAP1
1	5862811	5992473	NPHP4
1	5991466	6101193	KCNAB2
1	6101793	6180123	CHD5
1	6181269	6209389	RPL22
1	6205475	6221299	RNF207
1	6221193	6235972	ICMT
1	6247346	6260975	GPR153
1	6264269	6394391	ACOT7
1	6461151	6466195	TNFRSF25
1	6466092	6520061	PLEKHG5
1	6521347	6554535	NOL9
1	6580001	6589280	ZBTB48
1	6590724	6614607	KLHL21
1	6613685	6624033	PHF13
1	6624866	6635586	THAP3
1	6634168	6701924	DNAJC11
1	6785324	7769706	CAMTA1
1	7771269	7781432	VAMP3
1	7784320	7845177	PER3
1	7954291	7985505	PARK7
1	8004404	8026308	ERRFI1
1	8317826	8344167	SLC45A1
1	8352397	8817643	RERE
1	8861002	8879249	ENO1
1	9035107	9088478	SLC2A5
1	9100305	9129170	GPR157
1	9148011	9196983	MIR34AHG
1	9197143	9198906	Z98044.1
1	9234775	9271337	H6PD
1	9292880	9369532	SPSB1
1	9425094	9440564	AL928921.2
1	9539482	9585179	SLC25A33
1	9588922	9614873	TMEM201
1	9651732	9729114	PIK3CD
1	9729026	9824526	CLSTN1
1	9848276	9910336	CTNNBIP1
1	9922113	9943407	LZIC
1	9943428	9985501	NMNAT1
1	9997206	10016020	RBP7
1	10032832	10181239	UBE4B
1	10210805	10381603	KIF1B
1	10395416	10397432	AL139424.2
1	10398592	10420144	PGD
1	10430102	10452153	CENPS-CORT
1	10430443	10442809	CENPS
1	10449719	10451902	CORT
1	10456522	10472526	DFFA
1	10472288	10630758	PEX14
1	10636604	10796650	CASZ1
1	11012344	11026420	TARDBP
1	11029659	11030528	AL109811.3
1	11054584	11060024	SRM
1	11066618	11099881	EXOSC10
1	11106535	11262507	MTOR
1	11273206	11296049	UBIAD1
1	11479166	11537584	DISP3
1	11637018	11655785	FBXO2
1	11654375	11663327	FBXO44
1	11664124	11674354	FBXO6
1	11674480	11691650	MAD2L2
1	11691729	11725857	DRAXIN
1	11736084	11754802	AGTRAP
1	11785723	11806920	MTHFR
1	11806096	11843144	CLCN6
1	11919591	11926428	KIAA2013
1	11934205	11975538	PLOD1
1	11980181	12013514	MFN2
1	12019466	12032045	MIIP
1	12167003	12209228	TNFRSF1B
1	12230067	12512047	VPS13D
1	12567910	12617731	DHRS3
1	13474977	13514048	LRRC38
1	13583465	13617957	PDPN
1	13700198	13825079	PRDM2
1	13892792	15118043	KAZN
1	15111815	15152464	TMEM51-AS1
1	15152532	15220480	TMEM51
1	15247272	15400283	FHAD1
1	15409895	15430343	EFHD2
1	15490832	15526534	CASP9
1	15526813	15592379	DNAJC16
1	15572353	15585110	AGMAT
1	15617500	15669044	DDI2
1	15659869	15661722	RSC1A1
1	15684332	15734769	PLEKHM2
1	15736405	15741396	SLC25A34
1	15756607	15786594	FBLIM1
1	15834474	15848147	FLJ37453
1	15847864	15940460	SPEN
1	15941869	15976132	ZBTB17
1	16004236	16008807	C1orf64
1	16014028	16019594	HSPB7
1	16057769	16073632	FAM131C
1	16124337	16156087	EPHA2
1	16197854	16212609	ARHGEF19
1	16231700	16237162	RSG1
1	16246839	16352454	FBXO42
1	16352575	16398145	SZRD1
1	16440672	16460078	NECAP2
1	16467436	16499257	CROCCP3
1	16514122	16514285	RNU1-1
1	16514645	16515754	AL137802.2
1	16562319	16613562	NBPF1
1	16618253	16657232	CROCCP2
1	16666785	16666948	RNU1-3
1	16740273	16972979	CROCC
1	16740516	16740679	RNU1-4
1	16888538	16889649	BX284668.5
1	16895980	16896143	RNU1-2
1	16985958	17011928	ATP13A2
1	17018722	17054170	SDHB
1	17066761	17119435	PADI2
1	17406760	17439724	RCC2
1	17539835	17697874	ARHGEF10L
1	18107746	18378483	IGSF21
1	18109389	18115861	AL365209.1
1	18631006	18748866	PAX7
1	18871430	18902781	ALDH4A1
1	18904281	18956686	IFFO2
1	19072110	19075511	AL137127.1
1	19074506	19210276	UBR4
1	19210501	19240704	AL035413.1
1	19215664	19251552	EMC1
1	19251539	19260128	MRTO4
1	19265982	19274194	AKR7L
1	19282558	19289250	AKR7A3
1	19303965	19312146	AKR7A2
1	19312326	19329300	PQLC2
1	19338776	19485539	CAPZB
1	19596977	19629821	MINOS1
1	19640554	19658456	NBL1
1	19665287	19679562	HTR6
1	19682213	19799945	TMCO4
1	19882513	19912945	OTUD3
1	20028179	20091190	PLA2G5
1	20186085	20196048	UBXN10
1	20482391	20486220	CAMK2N1
1	20499448	20508161	MUL1
1	20552439	20555010	FAM43B
1	20588948	20618908	CDA
1	20633455	20651511	PINK1
1	20642657	20652193	PINK1-AS
1	20651767	20661544	DDOST
1	20664014	20718017	KIF17
1	20719732	20732837	SH2D5
1	20742661	20787323	HP1BP3
1	20806292	21176888	EIF4G3
1	21217247	21345504	ECE1
